hh_id,ifh,formal,pc_income,pc_spend,water_bill,electricity_bill,medicines,hosp_sugery,vaccines,dental,woman,age,educ,nb_hh_members,hh_woman
13673,30.76923,1,4919.4,7634.849,60,50,1,0,0,0,1,21,12,5,0
15200,60.07326,0,2156.75,8405.059,35,50,0,0,1,1,1,1,0,4,0
14397,57.87546,0,6387,5150.768,40,0,1,0,1,0,0,36,11,4,0
14121,37.36264,1,2813.6,3770.2,18,30,0,0,0,0,0,8,3,5,0
13538,71.30647,1,14503.4,4225.556,25,63,1,0,0,0,0,64,16,5,0
13425,37.36264,1,3575,5011.839,30,40,0,0,0,0,1,48,11,3,1
14589,39.07204,0,6924.929,3682.1,12,12,0,0,0,1,0,15,7,6,0
13713,91.33089,1,8286.4,11048.07,45,110,1,0,0,1,0,41,14,5,0
13286,70.32967,1,20525.75,4420.823,34,52,1,0,0,0,0,34,16,4,1
15438,18.68132,0,3320.25,5492.75,15,16,1,0,0,0,0,16,9,4,0
13314,34.06594,0,2175.8,3634.16,35,32,1,0,0,0,0,52,8,5,0
14549,63.85836,0,41274,14342.53,38,60,1,0,0,0,1,17,10,3,0
14455,40.29304,1,4774.4,5570.939,15,26,1,0,0,0,0,15,9,5,0
13708,57.38706,0,17961.75,7157.861,0,0,0,0,0,0,1,37,14,4,0
14973,77.65568,1,5713.8,6237.442,36,58,1,0,0,0,1,40,11,5,0
13590,68.74237,0,10405.84,5481.305,0,55,0,0,0,0,1,21,12,7,0
14134,62.51526,0,6524,5260.299,70,25,0,0,0,1,0,29,13,4,0
13374,68.25397,1,5401.6,6890.537,24,57,0,0,0,0,1,40,4,5,0
14800,75.21368,0,8589.2,8616.4,50,50,0,0,0,0,1,70,11,5,1
14258,90.10989,1,13552.44,10706.33,140,350,1,0,1,0,1,35,6,3,0
15218,65.07937,0,5946.604,6431.664,75,85,0,0,0,0,0,1,0,13,0
13536,26.49573,0,4358.1,3650.583,0,0,1,0,0,0,1,10,3,10,0
13762,65.20147,0,6234.8,4863.643,25,108,1,0,0,0,1,57,11,5,0
13877,77.04517,1,7905.333,12978.17,50,50,0,0,0,0,1,35,16,3,1
13310,70.08547,1,13398.33,7877.342,42,60,0,0,0,0,0,72,6,3,0
13304,73.50427,1,3637.026,4400.801,40,50,0,0,0,0,0,55,6,9,1
15358,45.78755,0,6405.75,4245.105,25,45,0,0,0,0,1,43,7,4,0
13499,25.39683,0,2309,3145.267,10,11,0,1,0,0,1,13,7,4,0
14122,53.84615,1,4986.222,4487.649,32,62,1,1,0,0,1,17,11,9,1
13671,17.21612,1,11622,8339.93,20,36,0,0,0,0,1,28,6,2,0
13866,50.18315,0,5175.5,2608.896,31,24,0,0,0,0,0,4,0,6,0
14145,44.44445,1,7701.65,3695.917,38,56,0,0,0,0,1,28,11,12,0
13874,53.23565,0,5423,3910.359,38,37,0,0,1,0,0,57,6,4,0
13804,15.50672,0,3664,4017.476,10,38,0,0,0,0,1,39,11,4,0
13863,67.88766,1,4425.429,6049.668,41,70,0,0,0,0,0,11,5,7,1
15162,69.23077,1,6898.5,3399.75,35,40,1,0,0,0,0,41,14,4,0
13891,18.19292,1,4453.861,2489.241,30,70,1,0,0,0,0,18,11,9,0
14387,72.16117,1,4838.667,5960.616,21,0,1,0,0,0,1,38,11,3,1
15291,58.48596,0,4055.25,5745.357,35,50,0,0,0,0,1,36,11,4,0
13550,89.49939,1,13595.85,8559,0,140,1,0,1,0,1,64,14,5,0
14145,44.44445,1,7701.65,3695.917,38,56,0,0,0,0,0,22,13,12,0
14842,62.75946,0,4193.515,5719.854,15,45,0,0,0,0,1,41,11,6,0
13988,62.51526,0,28760,23415.02,0,0,1,1,0,0,1,86,6,1,1
14433,55.92186,0,2413,2742,0,0,1,0,0,1,1,81,4,1,1
15443,53.47985,0,2334.167,1634.307,30,86,0,1,0,0,1,33,8,6,0
15077,65.20147,0,11516,6013.667,23,60,0,0,0,0,1,63,6,3,1
15184,60.92796,1,9889.25,6696.559,20,60,0,0,0,0,0,49,11,4,0
15031,97.8022,1,32301.75,15814.62,165,220,1,0,0,1,0,60,18,4,0
14896,70.32967,1,9203.167,9336.063,38,85,1,0,0,0,0,25,14,6,0
15200,60.07326,0,2156.75,8405.059,35,50,1,0,1,1,0,3,0,4,0
15022,84.12698,1,31268.67,17119.17,20,60,1,0,0,0,0,28,18,3,0
14082,71.91697,1,7679.4,4642.2,52,120,0,0,0,0,0,5,0,5,1
13311,86.56898,1,11151.17,8246.479,70,150,1,0,0,0,1,87,0,6,0
13647,56.16606,0,123.3333,2321.917,17,60,0,0,0,0,0,8,2,3,1
15363,52.74725,0,3919,4901.432,14,52,1,1,0,0,1,81,6,2,0
14599,80.09768,1,4088,5044.062,11,39,0,0,0,0,0,44,11,4,0
14595,60.80586,0,2251.6,2753.862,18,15,1,0,0,0,1,75,0,5,0
13560,40.29304,0,20.66667,662.3136,10,10,0,0,0,0,0,13,8,3,1
15233,48.47375,1,4257.5,2912,5,5,0,0,0,0,1,13,8,2,1
13785,25.39683,0,6778,4661.743,15,45,1,0,0,0,0,11,6,3,0
13866,50.18315,0,5175.5,2608.896,31,24,0,0,0,0,1,23,6,6,0
15250,56.41026,0,27011.08,5076.667,0,0,1,0,0,0,0,6,0,3,0
14685,40.17094,0,5366.635,3069.5,15,35,1,0,0,0,0,9,4,4,0
14250,95.6044,1,50335.67,14420.44,60,230,0,0,0,0,1,57,11,3,0
13515,20.26862,1,6162.6,7481.878,15,NA,0,0,0,1,0,17,8,5,0
13373,50.18315,1,2554.25,2997.44,30,35,0,1,0,0,0,16,9,4,1
14981,60.31746,1,7934.75,6566.012,27,37,1,0,1,1,0,41,11,4,0
14179,45.42125,1,3506.2,6936.339,26,110,0,0,0,0,0,38,11,5,0
14688,63.49207,1,5557,6358.468,21,30,0,0,0,0,1,48,11,4,1
15202,62.51526,0,13565.18,7882,49,140,1,0,0,0,1,47,7,4,0
14608,67.15507,0,3490,7502.667,90,120,1,0,0,1,0,90,2,3,1
15184,60.92796,1,9889.25,6696.559,20,60,1,0,0,0,1,39,11,4,0
13960,86.81319,0,7365.641,13737.8,22,150,1,0,0,0,0,71,16,5,0
14743,44.44445,0,2168.667,2129.802,20,60,0,0,0,0,0,5,0,9,0
15195,75.09158,1,5809.25,9551.702,75,62,1,0,1,1,0,39,14,4,0
13618,76.43468,0,13588.5,8207,60,100,0,0,0,0,0,17,11,4,0
14593,58.85226,0,3832,4022.548,20,20,0,0,0,0,1,23,2,2,1
14642,59.70696,1,7906,3392.879,67,43,0,1,0,0,1,26,11,5,0
14671,38.70574,1,10791,7643.3,13,8,1,0,0,1,1,26,11,2,1
13372,47.86325,0,201,7456.027,45,100,1,0,0,1,1,78,0,3,0
13346,65.20147,1,5499.625,5577.901,20,70,0,0,0,0,1,5,0,8,0
13993,75.70207,1,21153.5,7595.133,20,30,1,0,0,0,0,80,6,2,0
14695,40.90354,0,4451.2,3290.12,20,26,0,0,1,0,0,0,0,5,0
15309,44.32235,1,6964.6,2945.838,10,15,0,0,0,0,0,48,16,5,0
14681,7.081806,1,9984.667,6716.161,24,14,1,1,1,0,0,22,10,3,1
14660,28.93773,0,2294.5,2449.114,30,48,0,0,0,0,1,38,11,4,0
14174,69.10867,1,5486.75,5528.347,0,85,0,0,0,0,1,20,11,4,0
14025,66.54457,1,13043.4,6153.048,40,135,0,0,0,1,0,45,18,5,0
13796,66.30037,0,3374.1,2304.333,0,0,0,0,0,0,1,65,6,6,0
14721,28.93773,0,10437.33,5783.058,10,15,1,0,0,0,1,4,0,3,1
14869,65.93407,1,3329,3804.419,28,33,1,0,1,0,1,58,4,4,0
14327,85.10378,0,8561.125,5826.441,160,200,0,0,0,0,0,65,3,8,0
14825,19.90232,0,4025,4005.995,40,40,0,0,0,0,1,13,8,7,0
14906,79.24298,0,8286.971,5704.167,32,90,0,0,0,0,0,28,13,6,0
14608,67.15507,0,3490,7502.667,90,120,0,0,0,0,1,48,14,3,1
13658,64.34676,1,10957,5254.958,120,110,0,0,1,0,0,19,10,7,0
14082,71.91697,1,7679.4,4642.2,52,120,0,0,0,0,0,36,14,5,1
15132,86.20269,1,3291.75,6297.033,12,80,0,0,0,0,1,26,11,4,1
14355,36.26374,0,1262,2996.709,0,45,0,0,0,0,0,79,1,2,0
15422,20.51283,0,7625.667,5026.582,25,45,0,0,0,0,1,36,11,3,1
13741,84.61539,1,9139.714,11430.36,36,120,0,0,0,0,0,20,14,7,0
13765,71.55067,1,9907.8,8964.272,65,42,1,0,0,0,1,20,12,5,1
15079,84.98168,0,9355,6425.183,40,70,0,0,0,0,0,48,16,4,1
13602,70.81807,1,19088.71,10140.9,7,100,1,0,1,0,0,0,0,7,0
14530,52.86935,1,3648.714,3989.253,30,70,0,0,0,0,1,5,0,7,0
13496,32.96703,0,4672.5,3367.437,18,20,0,0,0,0,1,6,0,6,0
15115,89.62149,0,5365.333,18328.9,65,200,0,0,0,0,0,24,11,3,1
14747,10.37851,1,4052,4591.788,12,55,1,0,0,0,0,19,11,4,1
14287,65.93407,0,8196.2,6004.988,23,159,1,0,0,1,1,11,5,5,0
13814,82.41758,1,28796,6650.698,35,75,1,0,0,1,1,28,12,4,1
13758,61.90476,1,5576,2858.324,30,85,1,0,0,0,0,76,4,6,0
13436,53.23565,0,1286.75,4124.291,15,15,1,1,0,0,1,21,11,4,0
13438,40.53724,1,4307,3028.483,27,40,0,0,1,0,0,17,10,3,1
14733,31.86813,1,1088.125,1547.224,20,34,0,0,0,0,0,4,0,8,0
13616,84.37119,1,21829.07,4881.4,80,80,0,0,0,0,0,24,16,5,0
14947,36.26374,1,3261,4092,23,70,1,0,0,0,1,32,9,4,0
14964,41.88034,0,6058.286,15057.49,20,40,1,0,0,0,0,58,11,2,0
13483,48.59585,0,2080.8,3716.536,32,40,1,1,0,0,1,35,10,5,1
15218,65.07937,0,5946.604,6431.664,75,85,1,0,0,0,1,26,12,13,0
13555,49.08425,1,7348.946,2482.936,42,31,1,0,0,0,1,54,11,14,0
14378,32.47863,0,1619.333,2688.198,187,70,0,0,0,0,1,14,2,6,0
13300,78.26618,1,7106.2,8315.252,40,40,1,0,1,0,1,48,11,5,0
14317,44.93285,1,17161,11728.64,8,11,0,0,0,0,0,32,12,1,0
14933,70.32967,1,1400,4991.043,80,120,0,0,0,0,0,8,3,7,1
15386,54.57875,1,9040.8,5778.132,12,27,1,0,0,0,1,50,0,5,0
14206,73.38217,0,5174.344,7909.667,80,170,1,0,0,1,1,51,11,3,1
13314,34.06594,0,2175.8,3634.16,35,32,1,0,0,0,1,1,0,5,0
14941,45.54335,0,1785.8,2780.484,25,30,0,1,0,1,1,23,14,5,0
14785,69.10867,1,11831.4,5887.6,35,15,0,0,0,0,0,75,3,5,0
13388,75.33578,0,12939.25,7376.656,40,70,1,1,0,1,1,39,11,4,0
15059,64.10256,0,1544.167,4709.829,60,150,1,0,1,0,0,2,0,6,0
13726,55.06716,1,7802.091,6403.489,30,60,0,0,0,1,1,22,11,11,0
13375,81.92918,1,10310.33,6914,80,100,1,1,0,1,0,76,17,3,0
13914,61.78266,1,6655.333,7476.669,8,80,1,0,0,1,0,44,16,6,0
13716,58.85226,0,2758.4,4527.473,23,0,1,0,0,0,0,12,7,5,0
14452,82.41758,1,1998.6,5276.166,35,110,0,0,0,0,0,13,6,5,0
14229,82.29549,1,41907.19,22645.44,20,70,1,0,0,0,0,33,14,2,0
13373,50.18315,1,2554.25,2997.44,30,35,1,0,0,0,1,41,12,4,1
13800,70.32967,1,9586,3892.263,27,28,1,0,0,0,0,12,7,5,0
13767,77.53358,1,12074.33,5262.708,20,100,1,0,0,0,1,31,11,6,0
14370,36.63004,1,1871,4588.957,13,22,1,0,1,1,1,40,12,4,0
13559,60.43956,1,12898,4345.271,20,46,0,0,0,0,0,7,2,4,0
13300,78.26618,1,7106.2,8315.252,40,40,0,0,1,0,0,48,14,5,0
14394,53.23565,0,2558,2976.784,13,43,1,1,0,0,1,33,11,3,1
14805,72.28327,1,8005,5401.128,40,45,0,0,0,0,0,45,16,4,0
15216,83.27229,0,8674.4,8392.188,35,60,0,0,0,0,0,42,14,5,0
14080,82.90598,1,6831.25,4231.164,70,140,0,0,0,0,0,38,14,8,1
14508,67.64347,1,11502.5,6455.488,48,78,0,0,0,0,1,26,14,8,0
14182,15.87302,1,2001.8,4995.388,40,25,0,0,0,0,1,16,10,5,0
14051,79.48718,1,32656.75,11966.25,60,110,1,0,0,0,0,61,16,4,0
14080,82.90598,1,6831.25,4231.164,70,140,1,0,0,0,1,31,14,8,1
13588,36.01954,0,2161.8,2586.018,0,17,0,0,0,0,0,37,9,5,0
14227,82.90598,0,6278.5,7401.78,40,125,0,0,0,0,1,21,14,4,0
14567,55.43346,1,7931.5,7220.821,35,38,0,0,0,0,0,26,14,4,1
13539,32.96703,0,3595.44,3251.6,0,0,0,0,0,0,1,68,0,5,0
15202,62.51526,0,13565.18,7882,49,140,0,0,0,0,1,21,14,4,0
15286,81.19658,1,4071.625,3311.683,26,85,1,0,0,0,0,9,4,8,0
14055,58.24176,0,1248.833,4308.833,30,50,1,0,0,0,0,10,1,6,1
13654,23.07692,0,1772,2604.737,20,30,1,0,0,0,1,11,5,6,0
14783,62.75946,0,5686.294,3508.581,46,57,1,0,0,0,1,51,11,7,0
14878,82.66178,1,7611.333,13970.38,20,40,1,0,0,0,1,20,11,3,1
13356,50.30525,1,4351,5012.318,20,68,1,0,0,0,1,23,14,3,1
13849,63.12576,0,20855.53,4817,50,40,1,0,0,0,1,23,11,5,1
14371,33.82174,1,6086,5839.773,23,30,1,0,1,0,0,20,10,4,0
15422,20.51283,0,7625.667,5026.582,25,45,0,0,0,0,1,21,12,3,1
14698,36.75214,0,2589.2,1815.549,18,15,0,0,0,0,0,16,9,5,0
14095,80.70818,1,11431,9720.58,54,100,0,0,0,0,1,64,9,4,0
14185,15.01832,0,1252.25,2297.951,15,25,0,0,0,0,0,30,11,4,0
13308,51.89255,1,6950,7011.939,10,27,1,0,0,0,1,24,11,3,0
14662,81.44078,1,4955,9068.595,45,75,0,0,0,0,0,16,11,4,0
14183,16.23932,0,2217.667,2995.824,24,25,0,0,0,0,0,11,6,6,0
14088,94.13919,0,13670.67,18064.31,70,175,0,1,0,0,0,17,11,3,0
14147,43.71185,0,3289.2,4107.263,25,32,1,0,1,0,0,15,9,5,0
14649,9.645909,1,2114.8,3158.531,3,25,1,0,1,0,1,1,0,5,0
14902,68.00977,1,5831.875,5111.956,40,80,1,0,0,0,0,13,7,8,0
15162,69.23077,1,6898.5,3399.75,35,40,1,0,0,0,0,6,0,4,0
13645,83.02808,1,9729.284,11125.3,120,190,0,0,1,0,0,21,15,6,1
13333,71.55067,0,6101,7234.63,37,103,1,0,0,0,1,45,10,6,1
13300,78.26618,1,7106.2,8315.252,40,40,0,0,1,0,0,1,0,5,0
14908,75.94627,1,8500.606,5791.426,80,60,0,0,0,0,1,21,16,6,0
13832,74.72527,1,7285.6,7765.738,30,42,0,0,0,0,0,15,10,5,0
15435,17.09402,0,5060.333,4972.082,20,25,0,0,0,1,1,32,6,6,0
13667,45.42125,1,2796.6,4240.084,30,80,0,0,1,0,0,34,11,5,0
13357,61.05006,0,12166,14104.67,26,95,1,1,0,1,1,53,9,3,0
14146,22.83272,0,2603.5,4408.353,0,60,1,0,0,0,1,21,11,4,1
14472,97.8022,1,15663.8,11178.44,0,0,0,0,1,0,0,22,14,5,0
14459,57.99756,1,7657.361,4039.167,20,50,1,0,0,0,1,17,9,6,0
14633,85.10378,1,11411.06,7908.353,49,125,1,0,0,1,0,47,16,5,0
15386,54.57875,1,9040.8,5778.132,12,27,0,1,0,0,0,62,9,5,0
14581,63.73626,0,9980.6,4281.889,53,75,0,0,0,0,0,27,12,5,0
13575,28.81563,0,1862.8,2879.596,60,30,0,0,0,0,0,22,9,5,1
13518,23.56532,0,4568.25,6256.25,30,35,0,0,0,0,1,81,0,4,0
15290,28.81563,0,2944.5,4471.606,20,25,0,0,0,0,0,27,9,4,0
14022,62.02686,0,10425.2,5823.376,25,38,0,0,0,0,0,37,14,5,0
13559,60.43956,1,12898,4345.271,20,46,0,0,0,0,1,37,11,4,0
14566,69.59707,0,14903.4,5048.422,45,80,0,0,0,0,0,4,0,5,0
15316,42.49084,0,10033,11980.69,13,13,1,0,0,0,0,30,11,1,0
14395,45.05495,0,791.2,1168.172,13,25,1,1,0,0,0,6,0,5,0
13450,62.02686,1,4577.75,4726.377,79,130,0,0,0,0,0,35,11,4,1
13407,81.07448,0,9771.994,3042,35,110,1,0,0,0,0,2,0,7,0
14220,70.69597,0,6331.567,5759.667,50,70,1,1,0,0,0,26,11,6,1
14505,81.44078,1,2911.4,9373.845,24,80,1,1,0,0,0,47,14,5,0
14333,27.47253,1,2778.286,2559.524,9,22,1,0,0,0,1,9,3,7,0
14821,72.28327,1,3558.25,3292.5,0,0,1,0,0,0,0,11,5,4,0
13410,66.42247,0,2927.523,4054.333,17,20,0,0,0,0,1,46,16,3,0
14462,46.88645,0,1409,3115.321,20,50,1,0,0,0,1,59,1,4,1
14161,59.34066,1,13941.46,7503.5,0,117,0,0,0,1,0,28,16,4,0
13487,14.89622,0,621.8333,2557.151,4,11,1,0,1,0,1,11,5,6,1
14442,16.48352,0,2193.75,2599.073,12,24,1,0,1,0,1,2,0,4,0
14794,65.56776,1,5133.4,5542.735,38,128,0,0,0,0,0,27,11,10,1
15251,58.24176,1,4049.5,5776.68,35,70,1,0,0,0,0,17,10,6,0
15058,88.88889,0,11137.67,11663.11,38,78,0,0,0,0,0,35,14,6,0
13678,74.84737,1,7704.102,8719.352,80,150,0,1,0,0,0,27,12,10,0
13978,56.16606,0,13251,6965.245,15,20,0,0,0,0,1,39,11,3,0
13285,56.77656,0,10366,12633.55,5,5,0,0,0,0,0,62,16,1,0
14865,80.58608,1,5556.5,3045.25,25,70,0,0,1,0,1,10,4,4,0
15113,86.32478,1,27228,21679.08,70,220,0,0,0,0,1,22,13,3,0
13602,70.81807,1,19088.71,10140.9,7,100,0,0,0,1,1,23,13,7,0
14556,72.28327,0,4199,3551.104,28,100,0,0,0,1,0,28,13,5,0
14527,65.56776,1,6700.249,5499.18,29,40,0,0,0,0,1,53,3,4,0
13718,64.83517,0,11143.83,12676.5,35,100,1,0,1,0,0,49,12,6,0
13740,81.44078,1,20514.5,14511.39,40,71,0,0,0,0,0,26,16,4,0
13576,43.83394,1,8408.25,7350.343,16,35,1,0,0,1,0,44,14,4,0
15128,78.38828,1,7808.122,5742.25,70,115,1,0,0,0,0,58,11,4,1
13676,56.41026,1,4714.6,3718.96,9,70,1,0,0,0,1,10,2,5,0
14838,64.83517,1,10544.75,6886.239,89,50,0,0,0,1,0,23,11,4,0
13655,50.67155,0,3986,5196.529,18,60,1,0,0,0,1,61,6,3,1
14924,64.46886,1,4865,5394.171,25,50,0,0,0,0,0,59,6,4,0
15040,64.59097,1,7944.438,5230.5,57,60,1,0,0,0,0,9,3,4,0
14983,71.06227,1,10091.37,5650.493,30,90,1,0,0,0,0,31,11,5,0
13672,26.73993,0,2478.5,3592.997,15,45,1,0,0,0,0,6,0,4,0
13739,66.66666,1,4438.1,4473.603,50,50,1,0,0,0,1,33,11,10,0
14917,61.29426,0,16559.25,15577.92,30,40,0,0,0,1,0,14,9,4,0
14014,73.26007,1,10583.19,4228.088,25,70,0,0,0,0,0,21,14,4,1
13316,65.68987,1,3979.333,4130.528,42,65,1,0,0,0,1,11,5,6,1
13761,46.27595,0,2775.573,3109.667,20,50,0,0,0,0,0,28,11,3,0
14115,79.73138,1,8952.312,3758.738,0,120,1,0,0,0,1,17,10,6,0
15128,78.38828,1,7808.122,5742.25,70,115,1,0,0,0,1,55,11,4,1
14912,76.80098,1,9529,13844.87,50,95,0,0,0,0,0,23,14,5,0
15418,61.90476,0,5766.833,7093.822,40,50,1,0,0,0,0,59,11,6,1
14764,16.48352,0,1986,3386.438,15,30,1,0,0,0,0,49,9,4,0
15081,87.17949,1,45151.33,22046.28,30,150,1,0,0,0,0,35,18,3,0
15165,9.523812,0,2930,4513.396,0,NA,1,1,0,0,1,23,11,2,1
13789,56.16606,1,3589.429,3404.666,30,37,0,0,0,0,1,44,6,7,0
14297,62.27106,0,5679,2897.846,12,60,0,0,0,0,1,36,11,3,0
14700,31.86813,0,4023.667,3407.607,22,58,0,0,1,0,1,47,4,3,1
14104,75.33578,1,16055,15223.58,30,90,1,0,0,0,1,82,7,3,1
14913,76.31258,0,2042.2,7462.946,60,60,1,0,0,0,1,6,0,4,0
13302,73.62637,0,20136.38,11294.75,40,115,0,0,0,1,0,22,14,4,0
14081,77.04517,1,3599.029,12972.73,30,30,1,0,1,1,1,29,15,3,0
15078,57.50916,0,5579,6649.179,50,50,1,0,0,0,0,83,6,2,0
14151,86.69109,1,5685.572,11504.8,109,140,1,0,0,0,0,19,13,5,0
13719,73.62637,0,8904.75,6170.25,50,60,0,0,0,0,0,45,17,4,0
13396,72.89378,1,7879.455,2915.313,85,200,1,1,1,0,0,2,0,11,0
14687,59.09646,1,6605.8,4989.202,16,25,1,0,0,1,1,33,12,5,0
13402,71.91697,1,4893.2,6531.735,33,43,1,1,0,0,1,41,11,5,0
14713,72.52747,1,10043.5,7320.381,35,110,0,0,0,0,0,65,11,2,0
14447,61.78266,1,4194.2,2229.295,20,60,0,0,0,0,1,34,11,5,1
13681,50.30525,1,5800.2,2487.2,15,50,0,0,0,0,1,26,14,5,1
13590,68.74237,0,10405.84,5481.305,0,55,0,0,0,0,0,53,11,7,0
14691,52.86935,1,5035.875,2979.675,50,80,0,0,0,0,1,46,2,8,0
14837,49.57265,0,10796.88,9205.677,0,12,1,0,0,0,0,30,11,2,0
13355,75.09158,1,3882.333,3418.66,0,0,1,0,0,0,0,41,15,3,0
14760,77.77778,1,11957.75,8366.25,50,70,0,0,0,0,0,44,14,4,0
14275,42.73504,1,6673.333,3394.769,0,130,1,0,0,0,0,9,3,8,0
14735,63.73626,0,7066.333,9028,15,50,0,0,0,0,1,17,9,3,0
13374,68.25397,1,5401.6,6890.537,24,57,0,0,0,1,0,73,12,5,0
14613,84.73749,1,13677.8,13660.6,32,160,1,0,0,0,0,21,12,5,0
15004,27.35043,0,5536.5,4215.109,18,45,1,0,0,0,0,5,0,4,0
13935,69.96337,1,11732.67,8685,50,75,1,0,0,0,0,9,3,3,0
13983,68.00977,1,3968.531,3267.286,0,0,0,0,0,0,1,0,0,7,0
14411,69.10867,0,5494,3533,46,126,1,0,0,1,0,55,11,4,0
14294,9.523812,0,1670.6,2666.835,0,0,0,0,0,0,0,10,3,5,0
13378,84.00488,1,6883.506,7190.183,120,230,0,0,0,0,1,63,11,5,0
14145,44.44445,1,7701.65,3695.917,38,56,0,0,0,0,0,19,11,12,0
15390,31.86813,1,4620.667,3128.843,18,15,0,0,1,0,0,14,7,6,0
14774,53.11356,0,4520.2,3150.25,37,45,0,0,0,0,0,12,6,5,0
14628,41.63614,0,1885.25,3653.326,40,100,0,0,0,1,0,6,0,4,0
14282,47.98535,1,11993.75,3509,17,63,0,0,0,0,0,63,6,4,0
13831,32.60073,0,2678.8,1560.8,0,10,0,0,0,0,1,33,11,5,0
14579,42.24664,1,3889,4031.937,28,30,1,0,0,0,1,37,11,2,1
13505,38.33944,0,0,0,0,0,1,0,0,0,1,80,0,1,1
14277,16.60562,1,6116.4,5379.688,40,NA,1,0,0,0,0,55,11,5,0
13377,89.01099,1,16791.17,8274.46,82,140,1,0,0,0,1,24,16,6,0
14562,65.07937,0,6904.5,8028.567,0,60,0,0,0,1,0,9,3,4,0
15416,61.90476,0,14522.5,10419.02,49,112,1,0,0,0,0,18,14,4,1
13577,39.31624,0,8439,5445.896,38,0,1,0,0,0,0,28,14,2,0
15396,2.319903,0,1337.4,3535.722,10,16,0,0,0,0,1,38,0,5,1
15181,61.29426,1,5060.2,6624.2,35,40,1,0,0,0,1,24,11,5,1
15317,32.60073,0,4032.667,6113.676,0,10,1,1,0,0,0,90,1,3,0
14685,40.17094,0,5366.635,3069.5,15,35,1,0,0,1,0,41,9,4,0
13613,78.02198,1,5928,11770.97,25,90,1,0,0,0,1,85,0,4,1
15331,61.29426,0,3236.1,2069.684,30,70,1,0,0,0,1,6,0,9,0
14018,71.55067,0,14471.62,5834.946,50,30,1,0,0,0,1,31,14,6,0
14210,82.41758,1,6028.714,4428.576,30,80,0,0,0,0,1,17,11,7,0
14589,39.07204,0,6924.929,3682.1,12,12,1,0,0,0,1,35,8,6,0
13571,71.42857,0,5943.667,7481.667,117,120,1,0,0,0,1,76,0,6,0
15260,63.36996,1,9719.667,6287.506,20,20,1,0,1,0,1,1,0,3,0
13680,57.38706,0,7206,3452.13,25,40,0,0,0,0,0,9,3,5,0
13305,57.14286,0,3537.2,6771.2,130,80,0,0,0,0,0,2,0,5,0
15225,68.74237,0,4667.667,6547.667,15,58,0,0,0,0,1,25,11,3,0
14877,77.41148,1,10644.67,19949.91,40,50,1,0,0,0,1,57,14,3,1
13672,26.73993,0,2478.5,3592.997,15,45,0,1,0,1,1,58,8,4,0
13581,58.85226,0,8794.6,4307.8,21,50,0,0,0,0,1,6,0,5,0
13767,77.53358,1,12074.33,5262.708,20,100,1,0,0,0,0,56,9,6,0
15289,21.85592,0,5422,5960,37,45,1,1,0,1,1,35,8,3,1
14122,53.84615,1,4986.222,4487.649,32,62,0,1,0,0,0,24,11,9,1
14478,89.62149,1,20695.4,12270.41,30,70,0,0,0,0,0,68,16,5,0
15094,22.58852,1,3845.2,3081.818,20,30,0,0,0,0,0,10,5,5,0
15303,50.91575,1,7428.167,4645.776,50,70,1,0,0,0,1,28,14,6,1
13881,66.91087,0,5094.429,4858.912,40,75,0,0,0,0,1,33,13,7,1
13767,77.53358,1,12074.33,5262.708,20,100,1,1,0,0,1,11,5,6,0
13534,48.47375,0,2154.064,3437,45,83,0,0,0,0,0,11,5,4,1
13982,60.68376,1,6894.5,6365.5,23,35,0,0,0,0,1,15,7,4,0
13735,80.70818,1,13390.5,4491.755,14,47,0,0,0,0,1,39,18,6,0
14482,85.34798,1,37551.33,12420,100,150,1,0,0,1,1,27,11,3,1
14899,70.57387,1,3758,5245.642,25,40,1,0,0,0,0,14,7,5,0
15337,62.88157,0,3519.973,5376.344,60,30,1,1,0,0,1,73,8,6,0
14264,85.71429,0,2670.103,11870.44,0,200,1,0,1,0,1,60,16,2,0
15179,67.64347,1,4956.429,4684.645,32,110,1,0,0,0,0,41,11,7,0
14665,25.03053,1,5074.833,5958.567,20,25,1,0,0,0,1,19,11,6,0
15283,44.20024,0,3179.667,2572.078,12,10,1,0,0,0,1,10,5,6,1
15425,7.692309,0,1599.25,1558.731,40,10,0,0,0,0,0,0,0,8,0
13911,39.80464,0,3284.8,5408.603,30,50,1,0,0,1,0,30,11,5,1
14067,84.98169,1,36482.4,17611.49,38,90,0,0,0,0,1,50,13,5,0
14570,84.49329,0,9310.8,8576.264,34,190,1,0,0,1,0,48,14,5,0
15355,53.23565,1,18942,8348.015,8,8,1,1,0,0,0,37,11,1,0
13710,43.22344,1,6049,8244.361,0,0,0,0,0,0,1,8,2,2,1
13952,82.29549,1,20496.67,11542.5,30,130,0,0,0,0,0,14,8,3,0
15400,34.92064,1,1432.667,3024.167,8,8,1,0,1,0,0,14,8,6,0
14145,44.44445,1,7701.65,3695.917,38,56,0,0,1,1,0,28,12,12,0
15268,67.88767,0,15585.88,10909.44,65,150,0,0,0,0,1,42,14,4,0
15232,56.77656,0,6500.875,2274.445,15,12,0,0,0,0,1,33,11,8,0
13293,95.116,1,16358.75,7045.998,30,75,1,1,0,0,1,63,11,4,0
14528,63.73626,0,7626,6478.938,0,100,1,0,0,0,0,47,7,6,0
